Hotel Name,Correlation (Winter),Correlation (Spring),Correlation (Summer),Correlation (Autumn),Correlation
Crossland Economy Studios Tacoma - Puyallup,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Crossland Economy Studios-phoenix-west,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Crown Reef Beach Resort and Waterpark,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Crowne Plaza Columbus-Downtown,0.08979366393824796,-0.3408014639456889,0.6311450633465651,-0.6676955661397764,Not enough data
Crowne Plaza Hotel Nashua,Data not enough,0.45426248670724667,-0.3779419205290853,-0.06335824810534815,0.2635675550547799
Crystal Beach Hotel,Data not enough,Data not enough,-1.0,1.0,Not enough data
Cub Motel,Data not enough,Data not enough,1.0,-1.0,Not enough data
Culver Cove Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Cupertino Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
DOR Cros Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Dairyland Motel LLC,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Daisy Motel,Data not enough,0.9317843654848654,-0.9317843654848654,Data not enough,Not enough data
Daniel Boone Motor Inn,Data not enough,Data not enough,1.0,-1.0,Not enough data
Dauphine Orleans Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn,-0.1011860898547457,-0.32981788990894173,0.4818770986622744,Data not enough,0.3468970798546605
Days Inn & Suites Logan,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn & Suites Madison,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn & Suites Milwaukee Airport,Data not enough,0.41664127986498134,-0.5702590207006857,0.23806859639311903,Not enough data
Days Inn & Suites Spokane Airport Airway Heights,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn & Suites Trinidad,-0.8485552916276656,Data not enough,0.8485552916276656,Data not enough,Not enough data
Days Inn - Wytheville,0.9619870997950489,Data not enough,Data not enough,-0.9619870997950489,Not enough data
Days Inn Ames,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Apple Valley Sevierville,Data not enough,-0.5617928971687342,0.5617928971687342,Data not enough,Not enough data
Days Inn Baltimore South/Glen Burnie,0.14378192616573374,-0.283169610533956,0.07019668773806406,0.022228135368587504,-0.09358793970968678
Days Inn By Wyndham Orlando/International Drive,-0.08986340256863531,0.02810476262394127,-0.13700645479175477,0.2155503722164815,0.07454082833158222
Days Inn Chincoteague Island,-0.5172271370908067,Data not enough,0.29123299069843983,-0.015128041372556378,Not enough data
Days Inn College Park Airport Best Road,0.10014645015047118,0.7863109352870282,Data not enough,-0.8680801694269369,Not enough data
Days Inn Columbus Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Columbus East,-0.9999999999999999,0.9999999999999999,Data not enough,Data not enough,Not enough data
Days Inn Elk Grove Village/chicago/ohare Airport West,Data not enough,Data not enough,-0.8059500440883284,0.8059500440883282,Not enough data
Days Inn Faribault,0.9999999999999999,-0.9999999999999999,Data not enough,Data not enough,Not enough data
Days Inn Fayetteville,Data not enough,1.0,-1.0,Data not enough,Not enough data
Days Inn Fort Wayne,Data not enough,0.7583776296706818,-0.7583776296706818,Data not enough,Not enough data
Days Inn Gillette,Data not enough,0.5066303984240587,0.5353442322673861,-0.8237532742744381,Not enough data
Days Inn Greeley,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Hotel Spencer IA,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Jackson,1.0,Data not enough,-1.0,Data not enough,Not enough data
Days Inn Kokopelli Sedona,0.4814042006844421,-0.4814042006844421,Data not enough,Data not enough,Not enough data
Days Inn Mattoon,0.47224657112347684,0.31674576150893247,-0.5082484092176762,-0.39530480770511456,Not enough data
Days Inn Maui Oceanfront,-0.7380829206774434,0.7065853473373637,Data not enough,-0.1273038596744374,Not enough data
Days Inn MaumeeToledo,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Milledgeville,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Moose Lake,Data not enough,-1.0,Data not enough,1.0,Not enough data
Days Inn Nashville North Opryland / Grand Ole Opry Area,Data not enough,0.8445813043088503,-0.7401769018140811,-0.23506158497639873,Not enough data
Days Inn Newton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Oklahoma City/Moore,-0.2732325984179968,0.2732325984179968,Data not enough,Data not enough,Not enough data
Days Inn Orange ParkJacksonville,-0.3018325907612511,0.10033696683141176,Data not enough,0.32673377919040686,0.21976208364701716
Days Inn Perry Near Fairgrounds,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Portage,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Princeton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Reading Wyomissing,-0.8525714513885942,0.3644016331290171,0.6651026152025797,-0.17693279694300232,Not enough data
Days Inn Savannah,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn Seattle North Of Downtown,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn St. Louis - Lindbergh Boulevard,Data not enough,0.32924164520912297,-0.32924164520912297,Data not enough,Not enough data
Days Inn Suites Big Spring,Data not enough,-1.0,1.0,Data not enough,Not enough data
Days Inn Wheelersburg Portsmouth,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn-Altus,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn-Ames,1.0,Data not enough,-1.0,Data not enough,Not enough data
Days Inn-Boardman,-0.5333899571825925,0.6646009685332928,Data not enough,-0.16070001322187377,Not enough data
Days Inn-Columbus Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn-Easton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn-Gillette,Data not enough,-0.9999999999999999,Data not enough,0.9999999999999999,Not enough data
Days Inn-Hampton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn-Jackson,1.0,-1.0,Data not enough,Data not enough,Not enough data
Days Inn-Maui Oceanfront,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn-Milledgeville,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn-Reading Wyomissing,0.6392471143265042,-0.6392471143265043,Data not enough,Data not enough,0.5516861304480515
Days Inn-ellis,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn-henryetta,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Days Inn-jfk Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Dayton Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Daytona Shores Inn & Suites,Data not enough,-0.8105078269051559,-0.10200124610137996,0.9125090730065358,Not enough data
Daytona Shores Inn And Suites,0.27741732349934656,-0.9707421475342564,0.6933248240349099,Data not enough,Not enough data
Deer Crest Resort,-0.6039903126280654,Data not enough,0.3890673043094252,0.22952388226270679,Not enough data
Deer Trail Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Delano Las Vegas,-0.10843202218858639,0.3758297002519513,-0.3154165929209686,Data not enough,Not enough data
Deluxe 6 Inn Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Desert Eclipse Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Desert Hills Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Desert Inn Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Desert Lodge,0.9054488880602167,0.0978365169435398,Data not enough,-0.8688706479794124,Not enough data
Desoto Inn & Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Diamond Hotel,Data not enough,-1.0,1.0,Data not enough,Not enough data
Diamond Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Dillon Motel,Data not enough,Data not enough,0.9291213686300083,-0.9291213686300083,-0.7944146099491148
Discovery Inn,0.41629651988472677,0.5792670724260754,-0.9955635923108022,Data not enough,Not enough data
Disney's Saratoga Springs Resort & Spa,-0.06156783617325245,0.061567836173252476,Data not enough,Data not enough,Not enough data
Disneyland Hotel,Data not enough,-0.49463844143239344,Data not enough,0.49463844143239344,Not enough data
Dock's Motel Cabins,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Dollinger's Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Dolphin Cove Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Dolphin Key Resort,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Dolphyn Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
DoubleTree Suites by Hilton Naples,0.006331432170055826,0.3208362811327773,-0.31361274898383257,Data not enough,Not enough data
DoubleTree by Hilton Golf Resort San Diego,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
DoubleTree by Hilton Hotel Metropolitan - New York City,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
DoubleTree by Hilton Hotel Orlando at SeaWorld,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
DoubleTree by Hilton Hotel Washington DC - Silver Spring,-0.02387907191154086,0.10405056778167618,-0.24368229268851546,0.1753727729360199,Not enough data
Doubletree by Hilton Hotel Reading,0.9999999999999999,Data not enough,Data not enough,-0.9999999999999999,Not enough data
Dover Garden Suite,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Dover Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Downsville Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Dreamers Lodge,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Drury Inn & Suites Atlanta Airport,0.1468334114854258,0.041143215262354364,-0.09235127201561008,-0.054748450546163,0.026495635932417987
Drury Inn & Suites Charlotte Northlake,0.06927226620934065,-0.3135621861505875,0.24443827670486368,0.046292018404103144,0.10154901858315954
Drury Inn & Suites New Orleans,-0.052287312170255625,-0.04422283651667214,0.10431477640043806,-0.015903170566242134,0.019577400120061733
Drury Inn & Suites St Louis Fenton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Drury Inn Bowling Green,0.30397966632083484,-0.5740230521929223,0.30213537312448624,Data not enough,Not enough data
Drury Inn St Louis Collinsville,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Drury Inn Suites Austin North,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Drury Inn Suites Birmingham Southeast,-0.9945867154925664,0.9945867154925666,Data not enough,Data not enough,Not enough data
Drury Inn Suites Colorado Springs Near The Air Force Academy,0.11732139927813745,-0.20183190082747782,-0.09747111263178318,0.2516260263231005,Not enough data
Drury Inn Suites Dayton North,0.37563300105637576,-0.5251437499048254,0.2577252941851167,Data not enough,Not enough data
"Drury Inn Suites Jackson, MO",Data not enough,-0.56881169663149,0.5211912309967074,0.14326083851316573,Not enough data
Drury Inn Suites Phoenix Happy Valley,-0.05257074421301359,0.4382110211492487,-0.6506023452788936,0.23024564122096833,-0.8302967084394115
Drury Inn Suites San Antonio North Stone Oak,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Drury Inn Suites San Antonio Riverwalk,0.3886212490603756,-0.8352691474070315,0.5347212864797931,-0.2082492548933833,Not enough data
Drury Inn Suites Sikeston,Data not enough,-1.0,1.0,Data not enough,Not enough data
Drury Inn Suites St. Louis Convention Center,Data not enough,-0.4958923404187226,Data not enough,0.49589234041872265,Not enough data
Drury Inn Suites Terre Haute,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Drury Plaza Hotel Cleveland Downtown,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Drury Plaza Hotel Indianapolis Carmel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
