Unnamed: 0,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Total Reviews,Average Rating
200,Best Western Paradise Inn,MT,59725,"Lodging,  Banquet Halls and Reception Facilities,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
201,Best Western Paradise Inn of Nephi,UT,84648,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,5
202,Best Western Pasadena Royale,CA,91107,"Hotel & Motel mgmt.,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
203,Best Western Pinedale Inn,WY,82941,"Travel and Tourism,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
204,Best Western Pioneer Inn,HI,96761,"Travel and Tourism,  Restaurants,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  American restaurants,  Hotel",Accommodation & Food Services,1,17,4
205,Best Western Plus Arlington North Hotel Suites,TX,75050,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
206,Best Western Plus Arroyo Roble Hotel & Creekside Villas,AZ,86336,"Travel and Tourism,  Extended Stay,  Hotel & Motel reservations,  Budget Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Luxury Hotel,  Hotel & Motel,  Motel,  Hotel & Motel mgmt.,  Hotel",Accommodation & Food Services,1,19,4
207,Best Western Plus Burleson Inn Suites,TX,76028,"Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel mgmt.",Accommodation & Food Services,1,2,4
208,Best Western Plus Chalmette Hotel,LA,70043,"Travel and Tourism,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,1,1,5
209,Best Western Plus Classic Inn Suites,TX,75935,"Hotel & Motel mgmt.,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,1,1,4
210,Best Western Plus Clearfield,PA,16830,"Hotel & Motel mgmt.,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,4
211,Best Western Plus Columbia North East,SC,29223,"Lodging,  Hotel",Accommodation & Food Services,1,11,5
212,Best Western Plus Crown Colony Inn Suites,TX,75901,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
213,Best Western Plus Denton Inn & Suites,TX,76201,"Travel and Tourism,  Hotel & Motel reservations,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
214,Best Western Plus Deridder Inn & Suites,LA,70634,"Budget Hotel,  Corporate Housing,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
215,Best Western Plus Easton Inn Suites,MD,21601,"Travel and Tourism,  Corporate Housing,  Lodging,  Hotel & Motel mgmt.,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
216,Best Western Plus Eau Claire Conference Center,WI,54701,"Lodging,  Banquet Halls and Reception Facilities,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
217,Best Western Plus Encina Inn & Suites,CA,93105,"Lodging,  Hotel",Accommodation & Food Services,1,10,5
218,Best Western Plus Executive Hotel Suites,LA,70665,"Hotel & Motel,  Hotel,  Executive Suites",Accommodation & Food Services,1,2,4
219,Best Western Plus Executive Inn,PA,15857,"Corporate Housing,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
220,Best Western Plus Executive Suites,NM,87109,"Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,8,4
221,Best Western Plus Fort Wayne Inn Suites North,IN,46818,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,10,5
222,Best Western Plus Glenview-Chicagoland Inn Suites,IL,60026,"Corporate Housing,  Travel & Transport,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,1,7,5
223,Best Western Plus Goodman Inn & Suites,MS,38637,"Corporate Housing,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
224,Best Western Plus Grand Island Inn Suites,NE,68801,"Travel and Tourism,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
225,Best Western Plus Hawthorne Terrace Hotel,IL,60657,"Hotel Lake View East,  Hotel & Motel,  Hotel,  Travel & Transport",Accommodation & Food Services,1,4,5
226,Best Western Plus Heritage Inn Rancho Cucamonga/Ontario,CA,91730,"Corporate Housing,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,0,4,4
227,Best Western Plus Hotel At The Convention Center,CA,90802,"Hotel,  Hotel & Motel reservations,  Corporate Housing,  Budget Hotel,  Restaurants,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Hotel & Motel mgmt.,  Hotel & Motel,  Banquet facilities,  American restaurants,  Hotel Downtown Long Beach,  Night clubs and live music",Accommodation & Food Services,1,8,4
228,Best Western Plus Independence Inn & Suites,IA,50644,"Hotel & Motel mgmt.,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,0,1,5
229,Best Western Plus Inn At The Vines,CA,94559-4010,Hotel,Accommodation & Food Services,1,74,4
230,Best Western Plus Inn at Valley View,VA,24012,"Travel and Tourism,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,5
231,Best Western Plus Kelly Inn Suites,MT,59101,"Budget Hotel,  Corporate Housing,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,4
232,Best Western Plus Lacey Inn & Suites,WA,98516,"Travel and Tourism,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,1,8,5
233,Best Western Plus Lake County Inn & Suites,FL,32778,"Hotel & Motel mgmt.,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,1,4,4
234,Best Western Plus Lake Elsinore Inn & Suites,CA,92530,"Corporate Housing,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
235,Best Western Plus Lake Front Hotel,WA,98837,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,12,4
236,Best Western Plus Lockport Hotel,NY,14094,"Hotel & Motel reservations,  Corporate Housing,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,4
237,Best Western Plus Mid Nebraska Inn & Suites,NE,68847,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,3,5
238,Best Western Plus Midwest Inn Suites,KS,67401,"Travel and Tourism,  Corporate Housing,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,4
239,Best Western Plus Murray Hill Hotel & Suites,NJ,7974,"Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,1,1,5
240,Best Western Plus Newark/christiana Inn,DE,19701,"Travel and Tourism,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,9,4
241,Best Western Plus Peoria,IL,61611,"Lodging,  Hotel",Accommodation & Food Services,1,1,5
242,Best Western Plus Rama Inn,OR,97756,"Hotel & Motel reservations,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Lodging,  Hotel & Motel mgmt.,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,4
243,Best Western Plus Raton Hotel,NM,87740,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,12,5
244,Best Western Plus Richmond Inn & Suites-Baton Rouge,LA,70808,"Corporate Housing,  Hotel,  Event Planning",Accommodation & Food Services,1,10,4
245,Best Western Plus Ruidoso Inn,NM,88345,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
246,Best Western Plus Sikeston,MO,63801,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,5
247,Best Western Plus Skagit Valley Inn and Convention Center,WA,98273,"Lodging,  Banquet Halls and Reception Facilities,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
248,Best Western Plus Springfield Airport Inn,MO,65802,"Lodging,  Hotel,  Event Planning",Accommodation & Food Services,1,3,4
249,Best Western Plus Stevens County Inn,KS,67951,"Lodging,  Hotel",Accommodation & Food Services,1,1,5
250,Best Western Plus Stevenson Manor,CA,94515,"Restaurants,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  American restaurants,  Hotel",Accommodation & Food Services,1,3,4
251,Best Western Plus Swiss Chalet Hotel Suites,TX,79772,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
252,Best Western Plus The Inn at King of Prussia,PA,19406,"Accommodations & Lodging,  Corporate Housing,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,8,5
253,Best Western Plus Tupelo Inn & Suites,MS,38804,"Lodging,  Banquet Halls and Reception Facilities,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,5
254,Best Western Plus Vermilion River Suites Hotel,LA,70508,"Corporate Housing,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
255,Best Western Plus Virginia Beach,VA,23451,Hotel,Accommodation & Food Services,1,59,4
256,Best Western Plus Williston Hotel & Suites,ND,58801,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
257,Best Western Plus Wilmington/Carolina Beach,NC,28412,"Corporate Housing,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,4
258,Best Western Plus Yacht Harbor Inn,FL,34698,"Hotel & Motel mgmt.,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,4
259,Best Western Plus-portage Hotel & Suites,IN,46368,"Corporate Housing,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
260,Best Western Plus-prairie Inn,OR,97322,"Travel agencies and bureaus,  Travel Agencies,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,7,4
261,Best Western Post Oak Inn,TX,78611,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,7,4
262,Best Western Premier Crown Chase Inn & Suites,TX,76208,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,5
263,Best Western Premier Energy Corridor,TX,77449,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,5
264,Best Western Premier The Central Hotel & Conference Center,PA,17111,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,17,5
265,Best Western Radford Inn,VA,24141,"Hotel & Motel mgmt.,  Hotel & Motel,  Lodging,  Hotel",Accommodation & Food Services,1,4,2
266,Best Western Ramkota Hotel,SD,57201,Hotel,Accommodation & Food Services,1,5,4
267,Best Western Regency Inn,IL,61834,"Travel & Transport,  Lodging,  Hotel & Motel mgmt.,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0,1,3
268,Best Western Riverside Inn,IL,61832,"Event Planning,  Travel & Transport,  Lodging,  Hotel & Motel mgmt.,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
269,Best Western Riverview Inn & Suites,NJ,7065,"Restaurants,  Hotel & Motel & Resort Reservations,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Motel,  American restaurants,  Hotel",Accommodation & Food Services,1,1,3
270,Best Western Route 66 Rail Haven,MO,65802,"Lodging,  Hotel",Accommodation & Food Services,1,6,5
271,Best Western Sawmill Inn,AZ,85928,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
272,Best Western Seven Seas,CA,92108-3402,"Accommodations & Lodging,  Motel,  Hotel & Motel,  Restaurant,  Hotel",Accommodation & Food Services,1,19,4
273,Best Western Silver Fox Inn,NH,3215,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,3,5
274,Best Western Skyline Motor Lodge,OR,97630,"Corporate Housing,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
275,Best Western Springfield,VA,22150,Hotel,Accommodation & Food Services,1,160,4
276,Best Western Springfield West Inn,MA,1089,"Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,3,4
277,Best Western Suites Near Opryland,TN,37214,"Hotel & Motel Reservations,  Accommodations & Lodging,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,1,11,4
278,Best Western Sunland Park Inn,TX,79922,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
279,Best Western Superstition Springs Inn,AZ,85206,"Lodging,  Hotel Superstition Springs,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
280,Best Western Territorial Inn Suites,NM,87413,"Lodging,  Hotel",Accommodation & Food Services,1,5,5
281,Best Western The Inn At Rochester Airport,NY,14624,"Corporate Housing,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,3
282,Best Western Tolleson Hotel,AZ,85353,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
283,Best Western Tomah Hotel,WI,54660,"Extended Stay,  Cottages,  Resorts,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,7,4
284,Best Western Tree City Inn,TN,37110,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
285,Best Western Twin Islands,TN,37738,Hotel,Accommodation & Food Services,1,36,4
286,Best Western University Inn,KY,42071,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
287,Best Western University Inn & Suites,OR,97116,"Travel and Tourism,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
288,Best Western Wapakoneta Inn,OH,45895,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
289,Best Western War Bonnet Inn,MT,59301,"Wholesale Motel Hotel Equipment,  Travel Agencies,  Budget Hotel,  Business Hotel,  Motel Hotel Consultants,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel","Wholesale Trade,Accommodation & Food Services",1,3,4
290,Best Western West Hills Inn,NE,69337,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,5
291,Best Western Yuba City Inn,CA,95991,"Budget Hotel,  Corporate Housing,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel mgmt.,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,3
292,Best Western at OHare,IL,60018,"Hotel & Motel,  Hotel,  Travel & Transport",Accommodation & Food Services,1,4,4
293,Best Western-ashburn Inn,GA,31714,"Hotel & Motel mgmt.,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,1,3,4
294,Best Western-edgewater Inn,FL,32132,"Hotel & Motel mgmt.,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
295,Best Western-valencia Inn,CA,91355,"Hotel & Motel mgmt.,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,4,4
296,Best Western-woodstock Inn,IL,60098,"Travel & Transport,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
297,Beverly Garden Suites,MA,1915,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
298,Biddeford Motel,ME,4005,"Travel and Tourism,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,1,1
299,Bienville House,LA,70130,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
300,Birch Bay Get Away,WA,98230,"Hotel & Motel,  Cottages Cabins,  Hotel",Accommodation & Food Services,1,3,5
301,Birchwood Motel,WI,54817,"Motel,  Lodging,  Hotel",Accommodation & Food Services,1,2,4
302,Blackwater Inn Milton,FL,32583,Hotel,Accommodation & Food Services,1,2,2
303,Blue Gables Motel,WY,82834,"Hotel & Motel,  Hotel",Accommodation & Food Services,-0,2,4
304,Blue Gentian Lodge,VT,5148,"Resorts,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
305,Blue Harbor Resort,WI,53081,"Hotel & Motel,  Hotel,  Resorts,  Travel",Accommodation & Food Services,1,10,4
306,Blue Haven Motor Court,ME,4072,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,4
307,Blue Jay Motel,NH,3842,"Motel,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,1,2,5
308,Blue Sands Motel,CA,93103,"Motel East Beach,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,5
309,Blue Sky Lodge,CA,93924,Hotel,Accommodation & Food Services,1,8,4
310,"Bluegreen Parkside Williamsburg, Ascend Resort Collection",VA,23185,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
311,"Bluegreen Vacations Patrick Henry Sqr, Ascend Resort Collection",VA,23185,"Hotel & Motel,  Hotel",Accommodation & Food Services,-1,7,5
312,Bluewater Inn And Suites,MI,49417,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
313,Bluffside Motel,WI,54234,"Motel,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,1,1,4
314,Bogue Inlet Motel,NC,28594,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,2,2
315,Bougainvillea On The Beach,FL,33019,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,5
316,Boulder Creek Lodge Montana,MT,59837,"Restaurants,  Resorts,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,4
317,Braidwood Motel,IL,60408,"Travel & Transport,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
318,Brentwood Lodging,MI,49749,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,4
319,Brewster By The Sea,MA,02631-1035,Hotel,Accommodation & Food Services,1,5,5
320,Bricco Suites,MA,02113-2322,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
321,Bricktown Hotel & Convention Center,OK,73117,"Bed Breakfast,  Attractions,  Family-Friendly Hotel,  Business Hotel,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,3,5
322,"Brisas del Mar, Inn at the Beach",CA,93101,"Bed Breakfasts,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,4
323,Brown Hotel,PA,15701,"Hotel,  Restaurants,  Restaurant,  Hotel & Motel,  Bar",Accommodation & Food Services,1,2,4
324,Browns Hill Tavern Motel,PA,17751,"Bars Pubs,  Restaurants,  Hotel & Motel,  Bars Clubs,  Bars,  Hotel",Accommodation & Food Services,1,1,4
325,Bryce Canyon Motel,UT,84759,"Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0,1,1
326,Buccaneer Beach Motel,FL,32401,"Motel,  Hotel",Accommodation & Food Services,1,1,4
327,Budget Host Inn,VA,24382,"Budget Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,4
328,Budget Inn,AR,71852,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,-1,1,1
329,Budget Inn,AR,72801,"Budget Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,1,1
330,Budget Inn,NJ,8244,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,1,5
331,Budget Inn,NY,14891,"Budget Hotel,  Hotel & Motel,  Hotel & Motel reservations",Accommodation & Food Services,-1,2,2
332,Budget Inn,OH,43551-9746,"B&bs / Inns,  Lodging,  Hotel,  Motel",Accommodation & Food Services,1,1,4
333,Budget Inn,TX,79068,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,2
334,Budget Inn,TX,79072,"Budget Hotel,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,0,1,1
335,Budget Inn,WI,54143,"travel,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0,1,1
336,Budget Inn Express-grand Forks,ND,58203,"Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Hotel & Motel,  Boutique Hotel",Accommodation & Food Services,-0,1,1
